,song_name,ir_type,motion_type,speech_xy,listener_azi,listener_x,listener_y,snr,locq,ssr
78,Juliet's Rescue - Heartbeats,HRIR,translational,"(0, -2)",0,-2.0,-1.0,-0.5968065102890279,0.44948061138753237,33.92532657049417
79,Juliet's Rescue - Heartbeats,HRIR,translational,"(0, -2)",0,-1.5,-1.0,-2.172879026629751,0.41948247181429965,36.541077278632336
80,Juliet's Rescue - Heartbeats,HRIR,translational,"(0, -2)",0,-1.0,-1.0,-3.7679776344975693,0.3923082532166789,35.58334228052226
81,Juliet's Rescue - Heartbeats,HRIR,translational,"(0, -2)",0,-0.5,-1.0,-5.180374440529967,0.359479180828325,33.0658649768713
82,Juliet's Rescue - Heartbeats,HRIR,translational,"(0, -2)",0,0.0,-1.0,-5.844363282371205,0.34304300755317074,31.744425932201835
83,Juliet's Rescue - Heartbeats,HRIR,translational,"(0, -2)",0,0.5,-1.0,-5.257404840945128,0.36512404600151094,32.08598967026257
84,Juliet's Rescue - Heartbeats,HRIR,translational,"(0, -2)",0,1.0,-1.0,-3.94554401007413,0.40023569602825243,33.469308893602296
85,Juliet's Rescue - Heartbeats,HRIR,translational,"(0, -2)",0,1.5,-1.0,-2.3832247933340653,0.4311144475092098,35.80210963897951
86,Juliet's Rescue - Heartbeats,HRIR,translational,"(0, -2)",0,2.0,-1.0,-0.9562981430975341,0.45875296862082604,39.18556492672292
87,Juliet's Rescue - Heartbeats,HRIR,translational,"(0, -2)",0,2.5,-1.0,0.24794173381275897,0.477711578108226,38.518981887756645
88,Juliet's Rescue - Heartbeats,HRIR,translational,"(0, -2)",0,-2.5,-1.5,-0.97048754040852,0.43588052990875414,36.690329531411685
89,Juliet's Rescue - Heartbeats,HRIR,translational,"(0, -2)",0,-2.0,-1.5,-2.6230337408895466,0.4152204211796364,35.975637379013236
90,Juliet's Rescue - Heartbeats,HRIR,translational,"(0, -2)",0,-1.5,-1.5,-4.724149267803277,0.3885066914748067,31.92633956497003
91,Juliet's Rescue - Heartbeats,HRIR,translational,"(0, -2)",0,-1.0,-1.5,-7.401322479211419,0.3495767239105776,29.416768416255916
92,Juliet's Rescue - Heartbeats,HRIR,translational,"(0, -2)",0,-0.5,-1.5,-7.725749980811866,0.3333028419483463,33.24655451926765
93,Juliet's Rescue - Heartbeats,HRIR,translational,"(0, -2)",0,0.0,-1.5,-6.914998966220519,0.32308637894382475,33.23288262696692
94,Juliet's Rescue - Heartbeats,HRIR,translational,"(0, -2)",0,0.5,-1.5,-7.817120434756866,0.3319201565393189,31.366049969924678
95,Juliet's Rescue - Heartbeats,HRIR,translational,"(0, -2)",0,1.0,-1.5,-7.489392424814795,0.3525446076665834,32.995835100594896
96,Juliet's Rescue - Heartbeats,HRIR,translational,"(0, -2)",0,1.5,-1.5,-4.841354987812423,0.39160718086900387,31.887019887021463
97,Juliet's Rescue - Heartbeats,HRIR,translational,"(0, -2)",0,2.0,-1.5,-2.903818004583819,0.42392340786844734,37.437672311184905
98,Juliet's Rescue - Heartbeats,HRIR,translational,"(0, -2)",0,2.5,-1.5,-1.3601592043717758,0.44481235516608986,37.53741323316034
99,Juliet's Rescue - Heartbeats,HRIR,translational,"(0, -2)",0,-2.5,-2.0,-2.144065278034695,0.41591842310354155,37.6998258216909
100,Juliet's Rescue - Heartbeats,HRIR,translational,"(0, -2)",0,-2.0,-2.0,-3.9869489358874546,0.3886955571048105,33.52619024609754
101,Juliet's Rescue - Heartbeats,HRIR,translational,"(0, -2)",0,-1.5,-2.0,-6.408977110575115,0.3574828223147712,31.088035967679645
102,Juliet's Rescue - Heartbeats,HRIR,translational,"(0, -2)",0,-1.0,-2.0,-9.874957279582013,0.3117485736258827,28.90796840404686
103,Juliet's Rescue - Heartbeats,HRIR,translational,"(0, -2)",0,-0.5,-2.0,-9.828542026530734,0.31278985456881936,24.68650858472548
104,Juliet's Rescue - Heartbeats,HRIR,translational,"(0, -2)",0,0.0,-2.0,-8.173103521564258,0.3040467234922291,27.04249942162521
105,Juliet's Rescue - Heartbeats,HRIR,translational,"(0, -2)",0,0.5,-2.0,-9.818544139656602,0.3133383515597172,29.016490225693335
106,Juliet's Rescue - Heartbeats,HRIR,translational,"(0, -2)",0,1.0,-2.0,-9.88636606489537,0.3117002137039896,25.594712777514644
107,Juliet's Rescue - Heartbeats,HRIR,translational,"(0, -2)",0,1.5,-2.0,-6.465889867750263,0.3600118999119348,30.67083786404748
108,Juliet's Rescue - Heartbeats,HRIR,translational,"(0, -2)",0,2.0,-2.0,-4.159407937036306,0.395334384247429,32.733455981741066
109,Juliet's Rescue - Heartbeats,HRIR,translational,"(0, -2)",0,2.5,-2.0,-2.4245826767161134,0.42276097333794876,40.43832391314224
